600694-600266,0.676367,1.789733,0.025128,:,1.734820,0.040892,3.975281,False
600694-600120,0.772208,1.382648,0.022211,:,1.578227,0.048726,3.919861,False
600251-000630,0.815563,0.827369,0.029843,:,1.673877,0.051657,3.688068,False
600251-600141,0.704149,0.977431,0.024811,:,1.726437,0.052640,3.837286,False
600362-600251,0.744632,0.659755,0.029125,:,1.612778,0.069528,2.849631,False
600251-000655,0.645512,1.441943,0.028411,:,1.614874,0.064404,3.365749,False
600251-000962,0.802239,0.896129,0.026912,:,1.662528,0.044116,4.027925,False
600008-000826,0.750513,-0.694486,0.027738,:,1.623537,0.054531,3.364851,False
600674-000826,0.369471,1.136557,0.024215,:,1.591353,0.040876,4.548825,False
600060-000826,0.706738,-0.050983,0.029146,:,1.760862,0.029837,3.683177,False
600874-000826,0.701770,-0.340036,0.029440,:,1.669307,0.040924,3.044364,False
